step,method,source_ce,raw_alignment,weighted_alignment,total_loss,alignment_scope,active_alignment,target_fields,target_label_object_present,target_ce_status,class_conditional_status,phase_conditional_status,concentration_status,pseudo_label_status,dann_objective,optimizer,optimizer_lr,alignment_weight,source_checkpoint_ordered_fingerprint
15,dann,0.0022694244980812073,0.6961225867271423,0.34806129336357117,0.3503307104110718,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
16,dann,0.0024606152437627316,0.6976125836372375,0.3488062918186188,0.35126692056655884,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
17,dann,0.22387222945690155,0.6963944435119629,0.34819722175598145,0.5720694661140442,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
18,dann,0.002356267301365733,0.694173276424408,0.347086638212204,0.34944289922714233,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
19,dann,0.0022987890988588333,0.6939623951911926,0.3469811975955963,0.3492799997329712,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
20,dann,0.0030039960984140635,0.694386899471283,0.3471934497356415,0.350197434425354,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
21,dann,0.0031586317345499992,0.694404661655426,0.347202330827713,0.3503609597682953,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
22,dann,0.004237418994307518,0.6946924328804016,0.3473462164402008,0.3515836298465729,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
23,dann,0.002798432018607855,0.6937482357025146,0.3468741178512573,0.3496725559234619,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
24,dann,0.003991106525063515,0.6945727467536926,0.3472863733768463,0.3512774705886841,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
25,dann,0.0024429550394415855,0.6938591003417969,0.34692955017089844,0.3493725061416626,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
26,dann,0.0026221962179988623,0.6941596865653992,0.3470798432826996,0.34970203042030334,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
27,dann,0.0033658405300229788,0.6920274496078491,0.34601372480392456,0.3493795692920685,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
28,dann,0.0036442154087126255,0.6949559450149536,0.3474779725074768,0.3511222004890442,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
29,dann,0.0040287235751748085,0.694895327091217,0.3474476635456085,0.35147640109062195,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
30,dann,0.0029788806568831205,0.6951976418495178,0.3475988209247589,0.350577712059021,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
31,dann,0.17630627751350403,0.6932868361473083,0.3466434180736542,0.5229496955871582,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
32,dann,0.002825411269441247,0.6975416541099548,0.3487708270549774,0.35159623622894287,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
33,dann,0.0025078286416828632,0.6959758400917053,0.34798792004585266,0.35049575567245483,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
34,dann,0.002415603492408991,0.6941050291061401,0.34705251455307007,0.3494681119918823,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
35,dann,0.00222520949319005,0.6931889057159424,0.3465944528579712,0.34881967306137085,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
36,dann,0.002211729297414422,0.6921901702880859,0.34609508514404297,0.348306804895401,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
37,dann,0.21023230254650116,0.6923360228538513,0.34616801142692566,0.5564002990722656,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
38,dann,0.002471249783411622,0.6947000026702881,0.34735000133514404,0.3498212397098541,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
39,dann,0.002638646401464939,0.6940795183181763,0.34703975915908813,0.3496783971786499,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
40,dann,0.002717643976211548,0.692413330078125,0.3462066650390625,0.34892430901527405,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
41,dann,0.00316443620249629,0.6937310099601746,0.3468655049800873,0.35002994537353516,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
42,dann,0.0041854484006762505,0.6917136907577515,0.34585684537887573,0.35004228353500366,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
43,dann,0.0029333874117583036,0.6918222904205322,0.3459111452102661,0.3488445281982422,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
44,dann,0.0035008303821086884,0.69313645362854,0.34656822681427,0.3500690460205078,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
45,dann,0.002908230759203434,0.6943943500518799,0.34719717502593994,0.3501054048538208,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
46,dann,0.002684306586161256,0.6917508244514465,0.34587541222572327,0.348559707403183,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
47,dann,0.002953743562102318,0.6914715766906738,0.3457357883453369,0.3486895263195038,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
48,dann,0.0035061531234532595,0.6935729384422302,0.3467864692211151,0.3502926230430603,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
49,dann,0.0037047492805868387,0.6922137141227722,0.3461068570613861,0.3498116135597229,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
50,dann,0.003015609225258231,0.6913418173789978,0.3456709086894989,0.3486865162849426,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
51,dann,0.1417963206768036,0.6913667917251587,0.34568339586257935,0.48747971653938293,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
52,dann,0.0027204190846532583,0.689780592918396,0.344890296459198,0.3476107120513916,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
53,dann,0.0024415082298219204,0.6917740106582642,0.3458870053291321,0.34832850098609924,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
54,dann,0.002510732039809227,0.6934677958488464,0.3467338979244232,0.349244624376297,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
55,dann,0.0021595493890345097,0.6932206749916077,0.34661033749580383,0.348769873380661,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
56,dann,0.0021657138131558895,0.6931382417678833,0.34656912088394165,0.3487348258495331,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
57,dann,0.1928195357322693,0.6889899373054504,0.3444949686527252,0.5373145341873169,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
58,dann,0.0023129500914365053,0.6938790082931519,0.3469395041465759,0.34925246238708496,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
59,dann,0.002532292390242219,0.6909928917884827,0.34549644589424133,0.3480287492275238,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
60,dann,0.002869144780561328,0.693063497543335,0.3465317487716675,0.34940090775489807,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
61,dann,0.003606633748859167,0.6927191615104675,0.34635958075523376,0.34996622800827026,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
62,dann,0.20470879971981049,0.6906546950340271,0.34532734751701355,0.5500361323356628,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
63,dann,0.0031330869533121586,0.6907991766929626,0.3453995883464813,0.34853267669677734,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
64,dann,0.11185961216688156,0.6877956390380859,0.34389781951904297,0.4557574391365051,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
65,dann,0.0028298862744122744,0.6889091730117798,0.3444545865058899,0.3472844660282135,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
66,dann,0.0031402355525642633,0.6903808116912842,0.3451904058456421,0.34833064675331116,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
67,dann,0.08177608996629715,0.690230131149292,0.345115065574646,0.42689114809036255,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
68,dann,0.0036512247752398252,0.689524233341217,0.3447621166706085,0.348413348197937,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
69,dann,0.0039053852669894695,0.6892229914665222,0.3446114957332611,0.34851688146591187,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
70,dann,0.0030182248447090387,0.6905179023742676,0.3452589511871338,0.34827718138694763,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
71,dann,0.003156916471198201,0.6914469003677368,0.3457234501838684,0.3488803803920746,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
72,dann,0.0027012769132852554,0.6931353807449341,0.34656769037246704,0.34926897287368774,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
73,dann,0.002814058680087328,0.6885435581207275,0.34427177906036377,0.3470858335494995,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
74,dann,0.00249039800837636,0.6872934699058533,0.34364673495292664,0.346137136220932,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
75,dann,0.0023809154517948627,0.6951163411140442,0.3475581705570221,0.3499390780925751,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
76,dann,0.0026229582726955414,0.6906521916389465,0.34532609581947327,0.3479490578174591,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
77,dann,0.18753401935100555,0.6922959089279175,0.34614795446395874,0.5336819887161255,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
78,dann,0.002326577203348279,0.6888808012008667,0.34444040060043335,0.34676697850227356,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
79,dann,0.002341422252357006,0.6931478381156921,0.34657391905784607,0.34891533851623535,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
80,dann,0.003589184023439884,0.6894164085388184,0.3447082042694092,0.3482973873615265,unconditional_global,dann,['x'],False,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,DISABLED,GRL_binary_BCE,Adam,0.0005,0.5,c0379777c63c7a5b0910e5d2ab8a1c37869692db14fd940e0a86778c9f5a1769
