N,accuracy_delta_pp,accuracy_delta_pp_ci_high,accuracy_delta_pp_ci_low,b2_accuracy,b2_confusion_matrix,b2_ece,b2_macro_f1,b2_nll,b2_only_correct,b2_worst_recall,b5_accuracy,b5_confusion_matrix,b5_ece,b5_macro_f1,b5_nll,b5_only_correct,b5_worst_recall,bootstrap_reps,bootstrap_seed,both_correct,both_wrong,decision,decision_margin_pp,direction_id,ece_delta,macro_f1_delta_pp,macro_f1_delta_pp_ci_high,macro_f1_delta_pp_ci_low,mcnemar_exact_p,nll_delta,seed,target_client,worst_recall_delta_pp
1360,0.5882352941176561,1.2500000000000067,0.0,0.9889705882352942,"[[333, 3, 4, 0], [0, 340, 0, 0], [2, 3, 333, 2], [0, 0, 1, 339]]",0.010651978455922178,0.9889539773984188,0.10081357824069066,13,0.9794117647058823,0.9830882352941176,"[[329, 7, 4, 0], [1, 339, 0, 0], [0, 9, 331, 0], [0, 0, 2, 338]]",0.014969853706219609,0.983130673740016,0.13223446287536667,5,0.9676470588235294,2000,20260713,1332,10,B2_noninferior,0.5,F1_C1_TO_C5,-0.004317875250297431,0.582330365840289,1.2418722087214147,-0.005392126451223556,0.09625244140625,-0.031420884634676,42,5,1.17647058823529
