N,accuracy,checkpoint_label,confusion_matrix_json,data_root,direction_id,ece,group_id,macro_f1,mean_confidence,nll,recall_0,recall_1,recall_2,recall_3,round,run_name,seed,target_client
1360,0.9889705882352942,final_adapted,"[[333, 3, 4, 0], [0, 340, 0, 0], [2, 3, 333, 2], [0, 0, 1, 339]]",client_data_c1234src_c5tgt_2080_timeaware_60_170_window_fullgrid,F1_C1_TO_C5,0.010651978455922178,B2,0.9889539773984188,0.9990549825131894,0.10081357824069066,0.9794117647058823,1.0,0.9794117647058823,0.9970588235294118,25,B2_proto_replay_corrected_server_da_f1_c1_to_c5_s42_r25,42,5
1360,0.9830882352941176,final_adapted,"[[329, 7, 4, 0], [1, 339, 0, 0], [0, 9, 331, 0], [0, 0, 2, 338]]",client_data_c1234src_c5tgt_2080_timeaware_60_170_window_fullgrid,F1_C1_TO_C5,0.014969853706219609,B5,0.983130673740016,0.9980580890003372,0.13223446287536667,0.9676470588235294,0.9970588235294118,0.9735294117647059,0.9941176470588236,25,B5_proto_replay_corrected_full_da_f1_c1_to_c5_s42_r25,42,5
