replicate,sampled_raw_file_count,sampled_window_count,cost_minus_argmax_rmse
179,80,1372,-0.2763769353373533
180,80,1366,0.04719064594369371
181,80,1365,2.6965714793211504
182,80,1358,1.6451251824851525
183,80,1354,0.7826462137433978
184,80,1355,0.5520671225858891
185,80,1354,-0.1797888540860697
186,80,1381,-1.0736678469816852
187,80,1352,1.4541959639910793
188,80,1354,3.219881520073706
189,80,1383,2.608849678852742
190,80,1357,0.9951974642645176
191,80,1376,1.4668274013056681
192,80,1353,-0.3339451473567756
193,80,1363,-1.6531650430016214
194,80,1358,-1.1668393649749689
195,80,1372,-0.45509740666379983
196,80,1362,-1.2406522303245673
197,80,1334,5.8017064357797565
198,80,1343,-0.6127011689179866
199,80,1374,1.7723372192753821
200,80,1361,5.579477316116904
201,80,1367,-1.135991722659032
202,80,1385,-0.006896675803599095
203,80,1350,1.2114935284707258
204,80,1353,-1.1086522889150956
205,80,1337,1.941167458457432
206,80,1369,-0.12783267021744749
207,80,1354,0.2857117930408819
208,80,1367,3.0083519313994493
209,80,1350,-2.939860873097288
210,80,1390,-1.693803707003788
211,80,1351,-1.9249290018168743
212,80,1375,0.049756511593933794
213,80,1370,-1.2809032992383642
214,80,1372,0.6650061917106918
215,80,1360,-0.14999697215355567
216,80,1373,2.6183223644568585
217,80,1377,0.04048262648568368
218,80,1354,0.6760351777390881
219,80,1375,-0.6205289017564226
220,80,1355,1.1444857975427745
221,80,1367,1.7028200669621931
222,80,1353,0.48642413909690063
223,80,1384,-1.459190279444666
224,80,1367,0.26652619595353144
225,80,1351,0.5292842768464965
226,80,1374,-1.109250668531459
227,80,1362,1.242686279336148
228,80,1335,-0.32679558487181026
229,80,1380,-1.9215725616928587
230,80,1350,0.35424281657421375
231,80,1364,-0.23341873326111084
232,80,1347,0.2970533829759958
233,80,1382,-1.5843761194387156
234,80,1365,-0.7453503750268844
235,80,1353,1.6467464573333643
236,80,1358,1.642342173231338
237,80,1360,0.18361062856327237
238,80,1350,2.2841830111883112
239,80,1352,1.0820397354456261
240,80,1360,-2.6440912840683843
241,80,1365,4.447917541434574
242,80,1343,-2.5211681211221446
243,80,1370,1.0831854582242144
244,80,1372,-0.6284385127162366
