target_id,num_channels,source_covariance_frobenius_norm,target_covariance_frobenius_norm,covariance_frobenius_shift,covariance_relative_frobenius_shift,covariance_max_abs_shift,estimator_scope
C3,8,7.650582656667735,9.125364451017498,3.658241064630988,0.47816502726661086,2.831231552145974,raw_sensor_space
C4,8,7.650582656667735,9.881518973387445,4.8982515426912965,0.6402455554705115,3.8090743972418766,raw_sensor_space
C5,8,7.650582656667735,3.6934898344944695,5.131316539219641,0.6707092478436959,3.130073913860196,raw_sensor_space
