experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE
XTR-R84-GAPS-C5,C5,R84_FED_H1,84,42,S_ALL,1360,16.092837293535016,7.6996150157438,0.9411984660647583,0.11836919459118267
XTR-R84-GAPS-C5,C5,R84_FED_H1,84,42,S_CC,1339,11.796538964862096,6.816436856953597,0.9684422307845357,0.0671191406817032
